"inputTweet","score","sentiment"
"to clarify my Post on Amazon with the conditions in Mumbai today I am not  expecting delivery . My issue  is the lack of visibility",-2,"negative"
"Amazon finally incorporates in Turkey https://t.co/spxAGvdPDv via @hardavenuecom",0,"neutral"
"Medicine-delivering drone in Amazon wins NY competition - https://t.co/0UFRB2f0dt",1,"positive"
"@AggieMacKenzie Aaaargh! I recommend a spider catcher. We bought one for Alf, and they do work. https://t.co/7D0jXJ3V3E",2,"positive"
"Don't miss: 15% off code EE98RWZV ONLY $9.34 for Rose Gold CZ Crystal Earrings&gt; https://t.co/owtWoctUJe https://t.co/ZVUNOHk4QS #giveaway",0,"neutral"
".@amazon If you want to cut @WholeFoods prices, maybe try some prepared foods.  Example, for $2 I can get one mochi at WF or a box anywhere.",0,"neutral"
"amazon nude sex girl girl pussy tube https://t.co/b41qwZGViF",0,"neutral"
"Worst product worst seller Shoppers Gallery.... Money doesn't matter but actions really matter... #Amazon @amazonIN",-2,"negative"
"yall im so happy i can buy it on amazon omg instead of buying it by shipping I'll let my cousin buy me their album… https://t.co/44vL3cbnex",1,"positive"
"@BunnehChanPlays We are researching if your purchase via amazon from UK will also count on BB200",0,"neutral"
"Obsession: by Susan O'Reilly by Susan O'Reilly https://t.co/zOsz67YKdG via @amazon",1,"positive"
"adult amazon video phone sex https://t.co/zFFvSOyb6x",0,"neutral"
"Don't miss: $7.99 for Gold Plated Alphabet B Stud Earrings&gt; https://t.co/Vv3ltiBFT8 https://t.co/tbJQhE47KC #giveaway",0,"neutral"
"#10: Cocoship Retro 50s Black Pink Blue Floral Halter High Waist Bikini Carnival Swimsuit(FBA)

Cocoship Retro 50s… https://t.co/foK6mMHU26",0,"neutral"
"@canongatebooks @arobertwebb @CiaoSamin And it is one of the most beautiful books I've ever worked on. Gorgeously i… https://t.co/eo1keDP6I8",3,"positive"
"LollyDaskal: Honest hearts produce honest actions. ~LollyDaskal https://t.co/GfL37oSlGm #TheLeadershipGap https://t.co/hkRqgzBbLX",2,"positive"
"After The Camera : Digital Transformations For Conceptual Nude &amp; Portrait Photo  https://t.co/yGQ8I9eg6F #digital #transformation @zippylab",0,"neutral"
"Various - The Rough Guide to Scottish Highlands &amp; Islands https://t.co/UxhJhIcTYQ #travel #travelguide #Highlands #islands",-1,"negative"
"Mafiaboy: A Portrait Of The Hacker As A Young Man By Michael Calce (2011-08-02)  https://t.co/nUuRKc5s3u #hacker @zippylab",0,"neutral"
"ReadersGazette: RT TarianGreen1: The light between 2 approaching shadows!
https://t.co/kUMlkQJusb
… https://t.co/Qg8Y3eXMkw",0,"neutral"
"#RT #sale Samsung HW-KM45C 2.1 Channel 3...: List Price: $169.95 Deal Price: $124.49 You… https://t.co/1LLHvdkFr6… https://t.co/GPwWSg8g8e",0,"neutral"
"@raikou just throw it into your amazon wishlist 🔥",0,"neutral"
"#MumbaiRains #MumbaiTraffic Mumbaikars pls purchase rubber boats from Amazon. Sale is on.",0,"neutral"
"Why tech giants like Google, Amazon are taking help from this startup
https://t.co/fdg8Vx1DJa https://t.co/ZcGBnHSGZb",1,"positive"
"Fire Emblem Warriors Limited Edition (Switch)(Amazon.de) https://t.co/k82gl2AT7e",-1,"negative"
"Available soon on Amazon, the #novela ""Albina"" in a large print edition. #amreading #fantasy #adventure #romance… https://t.co/C7RJWv53Rf",1,"positive"
"#Buy now your #FITNESS #MICROFIBER #TOWEL at a #crazy #lowprice on #Amazon  https://t.co/FOrY35L8Yf !#workout… https://t.co/sCIp6XIa9L",0,"neutral"
"Voice Acting explained: ""More Than Just a Voice"" book now in release on Kindle: https://t.co/sOauw30XqW #vo #voiceover",0,"neutral"
"Amazon Warriors face Barbados Tridents today in crucial CPL encounter https://t.co/nt5boATZ8D via @gychronicle",0,"neutral"
"Get your copy https://t.co/jjz7jWfoXP. #childrenbooks #librarianschoice  #diversebooks #multiculturalbooks… https://t.co/HpSAw7hnnl",0,"neutral"
"Obsession: A big house, full of passion and secrets.  The silence of shadows ... https://t.co/fZgTIkmqC4 via @amazon",2,"positive"
"Deathly Hallows Harry Potter Car Window Vinyl... #HarryPotter #ronweasley #Hogwarts https://t.co/4mMl3PiXsZ https://t.co/8nNL5dL8eb",0,"neutral"
"@Amy_Garvie @Waterstones Hopefully will be quicker than Amazon, I usually have to wait so long 😆",0,"neutral"
"Piya left Arfaaz facing a scandal. Now she's back and he wants revenge
#MoreThanJustDesire #MTJD #Bollywood #romance
https://t.co/2oFiXcRhi7",-2,"negative"
"Typical, 5 minutes after I get home from Morrisons my Amazon order is delivered to the locker at ... you've guessed it, Morrisons! Sheesh 😄",0,"neutral"
"Speaks to faith &amp; nonbelievers, challenges to look within for authentic purpose. https://t.co/UF1t5trROs #nonfiction @JuanitaFarrow",2,"positive"
"@peachesbusan me when people said its eligible for amazon prime but its literally not and i dont wanna pay 90 plus whatever the shipping is",0,"neutral"
"@BTSUKUNITE @AmazonUK It says the Her album on the US amazon ships to the UK but do you know how much the shipping would be?",0,"neutral"
"I entered a giveaway for a chance to win ""Comsoon Bluetooth FM Transmitter, Bluetooth Rece..."" by Comsoon. https://t.co/3mmu4q9MiO #giveaway",1,"positive"
"@2headedbug I own real mines in fact I just ordered a bunch of new mines off of Amazon",0,"neutral"
"#VMware and #Amazon Make Good on Joint Cloud Promise https://t.co/Tj8LdXNY8G https://t.co/dNITjxoZVQ",1,"positive"
"Need to remember to turn off my @amazon echo dot during @AlexaBliss_WWE matches. Thing goes crazy with announcer commentary. 😂",-1,"negative"
"Come enter to win a $250 https://t.co/6sG3D2anmT Back-To-School Gift Card from @BoulderLocavore #giveaway  https://t.co/o2DOazMbyx",1,"positive"
"Code Geass
https://t.co/fef3usUNRg
↑
USA

https://t.co/siJCwcZf0K
↑
UK

#amazon #Japan #anime #CodeGeass

https://t.co/XSPsWkyXWH",0,"neutral"
"A journey of self discovery into the unknown where the ultimate prize awaits https://t.co/YgqZUJDRrH #asmsg #iartg… https://t.co/mjDKUoVTa2",0,"neutral"
"Really neat how none of my games get here day of Amazon. How far back do I have to preorder to get that to happen??",1,"positive"
"An Arrow Against the Wind 

https://t.co/lGnGQHcIia  

#fantasy #asmsg #iartg #ebooks 
https://t.co/AxXxKwZlrU",0,"neutral"
"I'm climbing the Amazon Best Sellers charts at #15 with my banned song while @KayaJones is now #3 in Pop wth her ba… https://t.co/fxLw4MsNuN",1,"positive"
"25% Off #LEGO 75524
Chirrut Îmwe™
Save £5.00  RRP £19.99  Now £14.99
VEN: Other
https://t.co/8V7hGYAxDG",0,"neutral"
"Mens Buddha Meditation Enlightment Tshirt 2XL Brown Buddha T Shirt https://t.co/6oMN1Wn96T via @amazon",0,"neutral"
"#Cooking, #Food &amp; #Wine › #Recipes &amp; Techniques
Dinner just got easier with eMeals
https://t.co/l8A2NgcAY3 https://t.co/iHALh7Lxkr",1,"positive"
"""Powerful and gripping, with so many twists and turns it left me gasping."" https://t.co/vPnJvigOEb #suspense",0,"neutral"
"Doggy gives woman pair of shoes
but whose?
in the UK find out here https://t.co/JiVDnxHk8Y
#books #dog #pets… https://t.co/K5bLQioqx0",0,"neutral"
"@simmi_sim1 This woman made me pay through amazon and than vanished.. fake account and scam. Dont fall for this trap! She is a fraud.",-5,"negative"
"5* Review for Lost “I wish it would continue!” https://t.co/km4L4eJIdK https://t.co/B3L9jDEQ65",-1,"negative"
"Nom. One of the main characters has a very Tom Hardy-like accent. Can't stop listening. https://t.co/K3Storar3h #Audible #Audiobook",2,"positive"
"When the amazon deals finally pay off and hit you just right 👌👌👌",1,"positive"
"History comes alive with every turn of the page #TimeTravel  #Western #BookBlast https://t.co/3106AQoTFG https://t.co/xKanBwY31u",0,"neutral"
"A big thank you to V Schmidt 4 her 5 Star review of Split at the Root on Amazon ~ https://t.co/P671NKKH7L. 1 #asmsg https://t.co/Ff1OW4ejVr",0,"neutral"
"Hey mom! Want your daughter to be happy, independent &amp; creative? Easy peasy! #coloringbooks https://t.co/KOudfVQzSS https://t.co/K1yTolGOz8",3,"positive"
"Welcome to my world @SEMoore_Author! Shadyia got caught in the old fight between Order and Chaos: https://t.co/nVjBpMZwDP",0,"neutral"
"Sex Swing Sling Spreader https://t.co/9hjQJxv8vV #sexswing #sextoys #adulttoys #sexlife https://t.co/AEqXyu0qxO",0,"neutral"
"YourNewBooks: Fate brings them together in a dimly lit cabin. Unmissable sea #adventure: https://t.co/b6KoOeSPQE … https://t.co/l2AHYn15Wk",0,"neutral"
"My readers ROCK!! Thk U 4 helping my bks climb the charts! NEW bks are out! #Amazon #Fetish #BDSM #LGBT #bondage #erotica #romance #sex",1,"positive"
"@ZeronXepher ""I AM AMAZON!""",0,"neutral"
"Epilepsy, Cycloid Psychosis, Bipolar Disorder, Borderline personality, alcohol abuse or all? https://t.co/Tk8Xqt5PFp https://t.co/ajWWfJbbBb",-2,"negative"
"TRESemme Ionic Strength Shampoo, 580 ml worth Rs. 420 for Rs. 315 - Amazon https://t.co/lqeUx2jty6",1,"positive"
"Amazon is in SEPA via MAESTRO except from the Democratic People's Republic of Greece #DPRG",0,"neutral"
"#MotoAppQuiz  I answered all questions correctly u too try ur luck friends and win big on Amazon App @prachimana… https://t.co/j4OvY2MHTn",3,"positive"
"Time For My Life: 365 Stepping Stones. - https://t.co/clyRiYlDh9 #Amazon #Author #Barnesandnoble #Book #Books… https://t.co/cVHmcnH9uG",0,"neutral"
"Chinese Classics go #Ambient -&gt;  https://t.co/X0Vhhend4t #Chinese #Music https://t.co/Ou5aKnD7DJ",0,"neutral"
"Tomoiya's Story @PortalProphecy
""breathed fresh life into stale and over-used vampire mythos""
https://t.co/PYS38wTxuN
#IARGT #BOOKBOOST",0,"neutral"
"Mens Funky Blues Music Cat Guitar Tshirt 2XL Black Blues Music Tshirts https://t.co/0NkABdzVlg via @amazon",-1,"negative"
"@AmazonHelp I tried to talk to customer serivce in UK but no real response. I want 79.00 GBP. It was for amazon pri… https://t.co/RlVdafpWa2",0,"neutral"
"Hi @james_mc9 our #Amazon #Wishlist will help us support small #UK #Charities in 2017 , items from 99p https://t.co/4xCkb2mG96",1,"positive"
"@BigHitEnt I saw that youre shipping @BTS_twt 'Her' to Canada/USA by Amazon..
When's Europe/Switzerland coming?… https://t.co/z5BVXRqDMD",0,"neutral"
"maybe i'm able to buy 'her' in amazon in a few weeks if i get the money idk ndbdjdj i wish",0,"neutral"
"amazon girls nude bathing sexyvideo girls https://t.co/l4unejfEoF",0,"neutral"
"#NowPlaying: The Wanderer by @CelineDionNews #listen at https://t.co/QuYkk5uuCw
 - Buy it https://t.co/nFNeJRGxHV https://t.co/aFwn5Ao4fR",0,"neutral"
"Whole Foods cutting some prices after Amazon takeover | Whole Foods #WholeFoods https://t.co/NWDM73sFzu #wholefoods",0,"neutral"
"Now Playing: Van Halen - 2015 Remastered Version - Jump #ClassicRock
 - Buy it https://t.co/9mFQ2zvC6T https://t.co/kjZbMIJS8V",0,"neutral"
"#NowPlaying : Versace on the floor by @brunomars #listen at https://t.co/QHXwPRHvmP
 - Buy it… https://t.co/Kh0M44MNve",0,"neutral"
"Wine Condoms: #Wine and Beverage Bottle Stoppers https://t.co/ZFuhxwf3lk #winetasting #winelovers #vino #wineoclock https://t.co/7LslL5Wl27",0,"neutral"
"Now Playing: Maybe by @AmmaWhatt Listen Now on https://t.co/i7zB2gYBNV
 - Buy it https://t.co/5DP4BUZNa5 https://t.co/MGToIyhqFy",0,"neutral"
"#NowPlaying 🎧 A Dream by Almaa &amp; Caught Adrift on #TuneIn #chillout
 - Buy it https://t.co/0CTYkOJfde https://t.co/1AVW6bOS7V",0,"neutral"
"#NowPlaying Do Ya Thang by Major Sound on @RoundHereRadio
 - Buy it https://t.co/ASREq8Bz0q https://t.co/qeSQv6xugI",0,"neutral"
"Inside the Mind of a Jewelry Designer. Find your passion today. https://t.co/2ls83EbDCF #inspiration… https://t.co/0SGHxO18LV",1,"positive"
"'NowPlaying' Bang Bang by David Sanborn #listen at https://t.co/Y9tPvAy7cS
 - Buy it https://t.co/aofs5lc8Rm https://t.co/77w3oHk0j6",0,"neutral"
"Takes just seconds, but boosts your books ranking on Amazon!
https://t.co/kmNo9iCzuh",0,"neutral"
"#NowPlaying Fun In The Sun by Shelby Blondell Listen to https://t.co/JsdXjQp0lc
 - Buy it https://t.co/xsInXPLQgf https://t.co/mezGxrT4dt",1,"positive"
"An Amazon #Bestseller! 📚

https://t.co/ie6RMihHrm

Read KEEPING HER, a dark romance novel, for FREE with… https://t.co/oPlUf8tgQT",0,"neutral"
"Pocket Clothier  https://t.co/hikN4lDely #android @androidbot_",0,"neutral"
"#np on kr8radio Pray Like You Mean It Steven Furtick 128kbps by Unknown Artist 
 - Buy it https://t.co/xdhcQTRO3u https://t.co/Rz76XDNnj8",0,"neutral"
"Human-computer Interaction &amp; Raspberry Pi 2:the Fundamentals Made Easy! &amp; Raspb  https://t.co/me1YmakGRd #android #development @androidbot_",1,"positive"
"Honest hearts produce honest actions. ~LollyDaskal https://t.co/W3p8dsR7pY #TheLeadershipGap https://t.co/HFSQD7Wr50 RT LollyDaskal",2,"positive"
"Don't Suffer Bcoz of Your Love Life, Get Solutions: https://t.co/zSv7RhOSkk
CC @astrolovecosmos @AstroAssoc… https://t.co/0vo0GqqLum",0,"neutral"
"@Vodanile, Thank you for the follow. I'm an indie author. Amazon author page: https://t.co/JhcyzOKXH8",1,"positive"
"Meeting and Hotel Booking Provider’s Data Found in Public Amazon S3 Bucket  #Privacy #Web #amazon… https://t.co/z1sUTG0ygU",0,"neutral"
"nude briteny spears nude amazon girls movie https://t.co/rgpN52JN9u",0,"neutral"
"Bloodlines: Tamara Jenkins, Sorcerer Book One https://t.co/ChR9TJ9BbR",0,"neutral"
"Amazon Echo: Multiroom ist da https://t.co/239k5DDxTX https://t.co/RaOLzN3MyD",0,"neutral"
"I entered a giveaway for a chance to win ""CUH Non Adhesive Frosted Window Film Privacy Decorat..."" by CUH. https://t.co/GRbLz9xVgm #giveaway",1,"positive"
"Amazon slashes some prices at Whole Foods https://t.co/LtuyZu7suE",0,"neutral"
"$.99 Fantasy/Thriller ""Great story and page turner which will not disappoint!"" @davidpauly1105 https://t.co/z6wu89FPVO",0,"neutral"
"Now Playing: I Feel It Coming by The Weeknd ft. Daft Punk https://t.co/ZXdsvFH7bT #music #internet #radio
 - Buy it https://t.co/6copSCFKIm",-1,"negative"
"@enasreviews if your interested, my new short story, ""Hotel California"", could really use one of your reviews 🖤✍️
https://t.co/AdvAuTSHLU",0,"neutral"
"Toby's Tails:Saying Goodbye to Lucky by Susan Keefe https://t.co/c7n2yYM0Qy #ChildrensBooks #lifelessons #pets https://t.co/TkbPfx2eJN",1,"positive"
"Best sellers on amazon robotic Cop Rose X5 Window Cleaning Robot mopping ... - https://t.co/d5Dx87s1fY #WAHMMO… https://t.co/8TJ5mhPVrS",1,"positive"
"At The Airport See-Inside Frame Puzzle by Ravensburger https://t.co/T56AHBhvhr https://t.co/GNMT0j5jta",0,"neutral"
"See the highly-rated eBook ""Captive: Beautiful Monsters, Vol 1"" by Jex Lane https://t.co/1iubWNja3n #kindle https://t.co/eTldTssXcu",1,"positive"
"#AmazonUK 📚📲

Read this dark romance for only #99p or FREE with #KindleUnlimited!

https://t.co/hXsknXivfj… https://t.co/whJP3vANud",0,"neutral"
"@TheBugBoysBook I see it's on Amazon now!",0,"neutral"
"#NowPlaying Christian de Mesones - Latin Jive Redux :: Tune In : https://t.co/pgEXTV3oio
 - Buy It… https://t.co/IECILEvshi",0,"neutral"
"Oh fuckery. Just checked and it’s being delivered by Amazon logistics which always means  after 4 here. Bastards!",-1,"negative"
"#USA #Forbes #Headlines #NEWS  broadcast by : What You Need To Know About VMware Cloud On Amazon Web Services https://t.co/rO6oZ5Jl55",-1,"negative"
"FORBIDDEN - An emotion-charged #RomanticSuspense novel...
 USA: https://t.co/98QR1mCRAK UK: https://t.co/OW1iA0fZvn https://t.co/frlf0XQ78i",-1,"negative"
"BearFoot Guitar Effects Baby Pink Booster
https://t.co/46CXeorBc6
https://t.co/THKN0gxJ1g",0,"neutral"
"FLATSEVEN Mens Winter Tweed Coat Long Jacket Wool https://t.co/DTFzFPDHIi … https://t.co/pbPl8srFW9",0,"neutral"
"#3: Astrophysics for People in a Hurry - Astrophysics for People in a Hurry Neil deGrasse Tyson (Author) (1324)... https://t.co/VRxfsEMZWa",0,"neutral"
"#10: Silverline 783171 40-inch Mechanic's Creeper https://t.co/9CPBnBEQxs https://t.co/euCuhbRhg0",0,"neutral"
"2.1 Clarke's Terrorism Warnings https://t.co/FD2cYDKT88 #nonfiction via @SeaLaneGray",-1,"negative"
"Seriously @amazon you needed all this packaging for a small box containing eye drops? #waste",0,"neutral"
"One of the world's oldest men passes on #familyhistory. https://t.co/4SSMKTtPUW
On #Kindle: https://t.co/6BY6qGMbkR
https://t.co/iOYxU2e66k",0,"neutral"
"Sun on my back
@ajstorm684.com's book on my lap

#amreading 
https://t.co/Y9XVZa6Bu9",0,"neutral"
"#Tuesdaythoughts
Listen &amp; become responsive to your core inner yearnings and desires
#Thrive… https://t.co/d7XIoTtJ8D",1,"positive"
"Dominic Piper on Amazon.
The most glamorous detective fiction around.
https://t.co/sbavYdTsrn https://t.co/i0CYQBw0el",0,"neutral"
"BUY NOW! NCAA Football 2004 https://t.co/EF73348vK0",0,"neutral"
"@LaurakBuzz I ordered from Amazon and it doesn't look like they are doing release day shipping with it.  I have to… https://t.co/qQNc7SlX8n",1,"positive"
"The Wagamama Cookbook https://t.co/ctxoZFoQ6A #Wagamama #Foodie #Recipes #AsianFood https://t.co/PuDvlJGz6R",0,"neutral"
"🙌 First sale through @AmazonUK Check us out here--- &gt;&gt; https://t.co/hdDivTBKOX",0,"neutral"
"phone #9: Waterproof Case, 2 PACK Glow in the Dark IPX8 Universal Waterproof Phone Pouch… https://t.co/7Ees0Te6lS",0,"neutral"
"Amazon: Skip Hop Zoo Toddler Kids Backpack $6.49 (Reg. $19.99) https://t.co/8H0CgoO381 https://t.co/IuoSQMlxis",0,"neutral"
"phone #7: Charlemain Lightning Cable 3Pack 10ft iPhone Charger Extra Long Nylon Braided… https://t.co/XJ0z1YW4T7",0,"neutral"
"phone #4: Clear Screen Protectors for Apple iPhone 7 Plus https://t.co/8bCdhlgVYM",1,"positive"
"@BBMobile BlackBerry is Finally back in Stock on @Amazon. Great news!! $BBRY",1,"positive"
"My wishlist if anyone's so inclined 😀 No pressure! https://t.co/YcbxakpPTq",0,"neutral"
"Hike over a landscape carved by a mile-high glacier https://t.co/rVTb5RzWoH #wi_proud #PolkCountyWI #hikingtrail",0,"neutral"
"#WWI started where?
Find out in this book https://t.co/y7xLZojHRw
#serbia #bosnia #croatia #montenegro 
#books… https://t.co/f2yaI4oh1I",0,"neutral"
"@KyahJobert
☮¸.•*¨)
♪Hello!♫THE THING!  Amazing new technology. Hovering toys.
(¸.•´💖 https://t.co/PrsQPOa1T5 https://t.co/S9PzZzoUup",1,"positive"
"#KindleUnlimited 📚

A second chance #romance with some southern charm and a lot of heat...

https://t.co/mWcVX2h9FA… https://t.co/W4if38B9ev",1,"positive"
"World Best of sick infinite Buddha Of The Best monument  Buddha Brand    https://t.co/ZPHl0lDqvj",1,"positive"
"Best Sellers in Bakeware
#2: BLACK+DECKER 4-Slice Toaster Oven, Stainless Steel...
https://t.co/6D1Y8IdChA https://t.co/PF2LrwK7uM",2,"positive"
"Congratulations, @katheringarbera for making #iBooks US Category Bestsellers list in #Romance 😊 #amreading https://t.co/AjYKGdayTM",1,"positive"
"#Caveman keep score- in business, games and life. #caveman #humor https://t.co/y6ayzaJ2QL https://t.co/5SO7B4dJoj",0,"neutral"
"Here are iPad-related books. Just for your reference.  https://t.co/bhK7Hg5NWN  #iPad",0,"neutral"
"Best Sellers in Bakeware
#3: Stainless Steel Mixing Bowls by Finedine (Set of 6...
https://t.co/2xE7lZeGez https://t.co/XFAJ8bktBp",2,"positive"
"Check out @TimothiousSmith https://t.co/l5CjULaBRp. He's one hell of an #author #ASMSG #cOnvey #books #IndieBooksPromo #bookboost #Goodreads",0,"neutral"
"Company expansion for Amazon - Wrigley Claydon Solicitors https://t.co/hjWKnRRfLz",0,"neutral"
"On Being #Literate: Living with Difference - https://t.co/zLkNt3Xt2G #Amazon #Author #Barnesandnoble #Book #Books… https://t.co/DgjVQ3zFS1",0,"neutral"
"What You Need To Know About VMware Cloud On Amazon Web Services //www.forbes.com/sites/janakirammsv/2017/08/29/what-you-need-to-know-about-…",-1,"negative"
"Interesting move that brings Amazon in line with Netflix, talk of matching the latter's rampant production line. https://t.co/KBJHY5iu0L",0,"neutral"
"Mens Neon Music Notes Tshirt 2XL Asphalt Music Note Tshirts https://t.co/QU2QoxufDu via @amazon",0,"neutral"
"MP3 Songs
New Releases in Children's Music
#1: Stronger Than You
Estelle 
https://t.co/8X1TAymRxV https://t.co/y9IXQkg3j8",1,"positive"
"DOES your #SocialMedia convert to Amazon #BookSales?
@SteveLeBel showed me a great #MarketingTip that's #FREE!… https://t.co/79FUUkp2hW",1,"positive"
"Best Sellers in Bakeware
#4: Nordic Ware Natural Aluminum Commercial Baker's Ha...
https://t.co/mkF5mbdttm https://t.co/vX1JWl26zp",1,"positive"
"Soldering electronic circuits: Beginner's guide (Maker) by @techrmcom https://t.co/gQjcQIFCD9 https://t.co/xIx43L3jnQ",0,"neutral"
"For a great, clean, hilarious year-round read, try #MISSTEP https://t.co/assRogW7gg",3,"positive"
"Waiting for Amazon parcels.. https://t.co/X4gUoaBcyV",-1,"negative"
"@trans_nitemare I feel that thanking Alexa in the Amazon Echo is a Pascal's wager for when the machines finally rise up against us.",0,"neutral"
"Best Sellers in Bakeware
#5: StarPack Vegetable Cutter Shapes Set (5 Piece) –...
https://t.co/gsx71WUeqG https://t.co/ix4zyhoYly",1,"positive"
"¯`*•.¸♥#HunkstotheRescue
Can Captain Colin resist
the temptation of a ♨ 
damsel-in-distress?
☑… https://t.co/Mr1y6mlA8m",-2,"negative"
"ENTER TO WIN $50 Amazon Gift Card and 2 Premium Sherpa Throw Blanket or TV Blanket by Pavilia! https://t.co/s24DnKfNoi",1,"positive"
"@affable_andy ..the download from https://t.co/5G06NjHWMk the new version for android or Amazon stick.
Search downl… https://t.co/BmRHPG55Fv",0,"neutral"
"Yahoo!  #WonderWoman just arrived on Amazon Instant Video, I know what I'm watching on the plane to LA today.",0,"neutral"
"#RRBC #TSTSuperstar @sknicholls1- do URself a favour &amp; discover S K Nicholls' authentic crime and historical novels https://t.co/53SDIPpnJI",1,"positive"
"@jintoxicated This Because simple as that: they don't have the selling power like Bts does, so making a deal with a… https://t.co/VOuXaDmT8N",1,"positive"
"Out today! Gunshots &amp; Goalposts: The Story of Northern Irish Football https://t.co/vpSm3sFLqy and… https://t.co/gvCoUJiUJm",0,"neutral"
"""This is not a trend. This is a movement."" Excited for Kim King as she launches her book, When Women Give!  https://t.co/hXhZEMhimL @ivpress",1,"positive"
"Want to #scale your business? Then you need to be #PacingForGrowth ? Find out how: https://t.co/5N757K9qFB https://t.co/RhycqDsTsU",0,"neutral"
"HAPPY PUBLICATION DAY @ellajoyolsen !!!  https://t.co/WFZZqosDXL",1,"positive"
"Keturah's Song: Tale of a Life Intercepted
by S. Denice Newton
https://t.co/CtonunHyXu   https://t.co/iaWfpt0QFx  #keturahssong #suspense",0,"neutral"
"Honest hearts produce honest actions. ~@LollyDaskal https://t.co/pVKqaI7YVf #TheLeadershipGap https://t.co/CIyPmvso1V",2,"positive"
"From Public School to the Ivy League: How to get into a top #college without top dollar resources https://t.co/Rtj3XLUqAT #parents",2,"positive"
"Get this #Halloween #mask to have fun!
https://t.co/CdNyLou58t

# Amazon #Halloweenmask #Amazonprime #Cosplay… https://t.co/9QvLXRJhEk",1,"positive"
"Best Sellers in Bakeware
#7: Ipow Thicken Silicone Cupcake Baking Muffin Cups L...
https://t.co/DkZruzeCD4 https://t.co/sAiLZjbuHA",1,"positive"
"Have You Got Your Copy Yet? How to Make Powerful Speeches - A Step-by-Step Guide to Giving Memorable Talks:… https://t.co/3VKjZYKDMJ",2,"positive"
"""I have for sure become a speed reader! ""One more chapter"" always turns into two!!"" DEEP IN THE HEART https://t.co/RP0xub21Hy #KindleBooks",0,"neutral"
"Happy #bookbirthday to THE BROKEN WORLD by @sisterlindsey (sequel to The Marked Girl)!!! #YA #YAlit #fantasy #books https://t.co/0bu3jlgCIj",0,"neutral"
"Monoprice Maker Select 3D Printer v2 – (113860) (10% OFF) https://t.co/dgpLxxYDfU https://t.co/DJvD6EroP5",0,"neutral"
"Pumpkin Connecticut Field QQ567D (Orange) 50 Heirloom Seeds https://t.co/qSfbqMMOFI",0,"neutral"
"A twist of fate presented ex-SAS Gareg with a novel way of making money and 'helping others' Read how in Dead Centre https://t.co/6PF1OfMa8J",-1,"negative"
"I entered a giveaway for a chance to win ""Outdoor Waterproof Dry Bag with Adjustable Should..."" by SUDAJI. https://t.co/XD3k0HgwTK #giveaway",2,"positive"
"#Download my New Single #TooLate https://t.co/ZbcknyGXZs on #Amazon",0,"neutral"
"#DYK In China, the PlayStation is illegal. 
MOW Amazon #Map Store: https://t.co/5skoaB21yY #Geography https://t.co/TSRH2JvY2y",-1,"negative"
"Sixteen years is a long time to wait for your true love to reappear. Disclosure of the Heart https://t.co/rpyEZx83nJ https://t.co/KT8xZ3d0LM",0,"neutral"
"Get this Mr. Coffee 12 Cup Electric Coffee Grinder for $10.52!

https://t.co/mqFGKw1EMY https://t.co/bylFteIt4f",0,"neutral"
"RT TFTCS ""RT technology ""Amazon cuts prices at Whole Foods by as much as 43%   https://t.co/rLpvNOmx4r"""""" https://t.co/RT4RFDKPlG",0,"neutral"
"Go buy #TheFoundationBook, my new #branding ebook for #realestate pros, on Amazon #Kindle - https://t.co/NOQAobnQyv (aff)",1,"positive"
"No one tells you how to lose a soulmate. https://t.co/6JVYbB2bhi There's no instruction manual. #Novellines",-1,"negative"
"Best Sellers in Bakeware
#8: Pyrex Prepware 3-Piece Glass Mixing Bowl Set
https://t.co/21hUbBALql https://t.co/sy6L25GNdF",1,"positive"
"A Forceful Seduction. Creative Punishments. A Pirate’s Captive. 
CAPTIVE by Zoe Blake @zblakebooks… https://t.co/2Nsgbyn4Qj",0,"neutral"
"Move over designers! Amazon's AI uses machine-learning for tailor-made fashion https://t.co/qItL4w6DS0 #Amazon #ArtificialIntelligence",0,"neutral"
"Agree with @TheNextWeb - this new Amazon patent is a little scary! #drones #customerdata https://t.co/WKigGQgSrT https://t.co/89IyPZP4kC",-1,"negative"
"Amazon’s AI Plans To Replace Stylists And Designers https://t.co/oIZFrsbLNA &lt;--Full Article https://t.co/POT95NcuIH",0,"neutral"
"anyone with kids: I want to buy diapers for a charity in Houston but Amazon thinks I'm a parent &amp;idk what kind to get. Help!",0,"neutral"
"A tortured hero trying to forget his past. An idealistic artist.
#99Cents #KindleUnlimited
https://t.co/s4b9Bz07FX  https://t.co/cka0Rka96A🖤",0,"neutral"
"Thanks for following me on Twitter. Take a look at my latest novel on Amazon https://t.co/WyEFpnlbLD",0,"neutral"
"Story. ••••••••••Get your copy of my debut book Pointless Thoughts of an Empty Mind on Amazon!… https://t.co/uS5Hu2jp1X",-1,"negative"
"#RT ""This is polished fiction of the highest caliber.""
🔖 https://t.co/zZxOGeMh5a
#FREE #KU
#1 #BESTSELLER #UK… https://t.co/umVGuCFc6x",0,"neutral"
"Buy this from Amazon or directly from Our shop!  https://t.co/5SuKnao59E or https://t.co/p3M7veXcmJ #linseed… https://t.co/dht1qbuvZC",0,"neutral"
"Best Sellers in Bakeware
#9: Bellemain Cooling Rack - Baking Rack , Chef Qualit...
https://t.co/1c1npsNPv1 https://t.co/GV36OIjSWu",1,"positive"
